chroma_stft,chroma_cqt,chroma_cens,melspectrogram,mfcc,rms,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_flatness,spectral_rolloff,poly_features,tonnetz,zero_crossing_rate,tempogram
[0.67337355 0.82698179 0.8597679  ... 0.16209974 0.13698531 0.15333548],[0.29732763 0.40967367 0.59959699 ... 0.42425869 0.39618766 0.59311498],[0.23591668 0.2351625  0.23442379 ... 0.25652266 0.25603429 0.25552798],"[2.33065228e-09 2.03450187e-04 1.01268933e-02 ... 5.68302832e-01
 6.51377723e-01 5.82070696e-01]","[-28.96785933 -16.13633383  -7.91329972 ...  -4.03353846  -4.06352802
  -4.76041738]","[5.7660509e-05 6.2226839e-03 8.0805104e-03 ... 5.4161709e-02 5.4331493e-02
 5.6297544e-02]","[4564.24264918 1715.42714359 1443.72181823 ... 1446.16278898 1425.84410568
 1458.15499315]","[2970.11557508 2420.72373718 2189.82464544 ... 1813.20095245 1802.0715899
 1796.0633408 ]","[23.64265734 15.60561776 17.88594608 ... 23.78085252 20.61435826
 21.88127521]",[0.2426976  0.00735085 0.00272694 ... 0.00147712 0.00183266 0.00279552],"[8074.95117188 3994.40917969 3369.94628906 ... 2767.01660156 2659.35058594
 2605.51757812]","[7.34119253e-05 1.20533767e-02 7.86909678e-02 ... 6.55583925e-01
 6.64262040e-01 7.07037472e-01]","[-0.05172334 -0.01003438  0.0135013  ... -0.03769664 -0.03867824
 -0.01272279]",[0.32470703 0.34619141 0.35546875 ... 0.08544922 0.07617188 0.05810547],[0.0719052  0.07272571 0.07355687 ... 0.21219557 0.21222499 0.2122646 ]
[0.58312627 0.32483853 0.19116791 ... 0.2362179  0.28491353 0.32838051],[0.58537135 0.73236593 0.50855365 ... 0.53803971 0.62796349 0.63295305],[0.23488777 0.23374741 0.23264268 ... 0.24954852 0.25014336 0.2508805 ],"[8.31444118e-08 8.24797402e-04 2.03776851e-02 ... 7.24361425e-02
 8.65381964e-02 6.63540134e-02]","[-27.09681    -25.11323892 -19.402454   ... -13.46398977 -13.89620364
 -13.55419989]",[0.00023481 0.00698086 0.0094515  ... 0.01916185 0.01867716 0.01955995],"[3613.09294115 1993.19389444 1620.67739262 ... 1656.26111949 1664.11724707
 1851.80419466]","[3304.39571696 2310.95785528 2077.49407974 ... 1742.1227679  1805.36233964
 1964.81736523]","[23.60716848 13.71577096 14.35695722 ... 23.71349857 22.30942723
 21.16905688]",[0.0401332  0.01740956 0.00477867 ... 0.00172952 0.00282163 0.00621291],"[7622.75390625 4489.67285156 3585.27832031 ... 2939.28222656 2982.34863281
 3240.74707031]",[0.00029409 0.03094847 0.10933582 ... 0.24504443 0.26168243 0.255862  ],"[ 0.04079181  0.0221938   0.00717218 ...  0.00147798  0.01312106
 -0.02665258]",[0.30810547 0.33056641 0.34570312 ... 0.11279297 0.10546875 0.07373047],[0.08225766 0.08312245 0.08399476 ... 0.28676599 0.28656159 0.28634955]
[0.84040291 0.72755251 0.73615916 ... 0.11940418 0.12452451 0.16050985],[0.57113277 0.72053904 0.88297492 ... 0.33549079 0.33863066 0.46847407],[0.28309592 0.28283491 0.28253577 ... 0.22909204 0.22797168 0.22682993],"[6.61459996e-10 8.01957492e-08 7.82075562e-07 ... 4.46745104e+00
 3.50682996e+00 3.05624276e+00]","[-29.88302442 -29.88302442 -29.88302442 ...  -6.23815083  -7.40318637
  -7.54808913]","[1.5072882e-05 7.0510825e-05 7.1556155e-05 ... 1.4780815e-01 1.4008138e-01
 1.3187219e-01]","[5061.48281222 5202.07939048 5196.64398863 ... 1701.93451739 1717.86495444
 1810.75086944]","[3064.30993594 2898.47898015 2898.797787   ... 1674.43188296 1726.04107676
 1935.2993732 ]","[20.74470611 12.13879705 13.67787097 ... 22.57369013 19.04087396
 18.6021156 ]",[0.3232928  0.36760616 0.33101115 ... 0.00108185 0.00229636 0.00509395],"[8882.44628906 8753.24707031 8742.48046875 ... 2939.28222656 2928.515625
 3111.54785156]","[3.96072412e-05 4.65398795e-04 1.44234692e-03 ... 1.34795015e+00
 1.36368757e+00 1.54136970e+00]",[0.03950716 0.02132485 0.00019434 ... 0.02491049 0.03338695 0.00714391],[0.33203125 0.46337891 0.57763672 ... 0.11181641 0.10498047 0.07470703],[0.05282145 0.05338089 0.05394609 ... 0.26082363 0.26076203 0.26070741]
[0.61597681 0.25867728 0.17583822 ... 0.18064881 0.18832736 0.24761169],[0.4371199  0.51981946 0.59895877 ... 0.33612554 0.37454378 0.63211349],[0.23234761 0.23334272 0.23452338 ... 0.26075355 0.26082505 0.2607647 ],"[4.10528867e-08 4.22158133e-04 7.57733341e-03 ... 1.47376476e+00
 1.26624042e+00 7.57659105e-01]","[-29.38927184 -25.41571232 -18.86822769 ...  -7.90381746  -6.93718981
  -4.35565661]",[0.0002001  0.00428176 0.00554013 ... 0.07410473 0.07199452 0.07068917],"[2800.92199267 1763.4728923  1885.58390138 ... 1393.57860444 1629.31798827
 1811.78205038]","[2688.17897323 1781.59136734 1845.8088865  ... 1670.31109169 1899.76077145
 2046.44242581]","[25.45422153 15.47918894 19.55281022 ... 23.19539359 21.55885908
 21.88733869]",[0.04339942 0.00875342 0.00611371 ... 0.00141049 0.00337773 0.00604982],"[6158.49609375 2993.11523438 3348.41308594 ... 2820.84960938 3294.58007812
 3660.64453125]","[2.56366002e-04 2.43165064e-02 8.62925098e-02 ... 9.78154670e-01
 9.47656372e-01 8.71587651e-01]","[-0.02160593 -0.00462123  0.00053444 ... -0.05472323 -0.05922872
 -0.01083574]",[0.26757812 0.30078125 0.32861328 ... 0.078125   0.07226562 0.05664062],[0.06212826 0.06273658 0.06335018 ... 0.24077764 0.24103977 0.24130465]
[0.58239526 0.62764927 0.50112031 ... 0.3938169  0.40074655 0.36824576],[0.54922908 0.67848601 0.76582058 ... 0.66084269 0.54132223 0.53820379],[0.25207324 0.24955579 0.24695767 ... 0.27618857 0.27540399 0.2746917 ],"[2.75952364e-06 1.85281933e-02 4.37480757e-01 ... 6.72248224e-01
 8.13521274e-01 5.55304038e-01]","[-28.55693489 -11.19715127  -5.35110015 ...  -5.64563829  -5.20351188
  -6.72602044]",[0.0015378  0.0322635  0.04943491 ... 0.06054936 0.0565173  0.0573837 ],"[3529.60931607 2895.74131109 2957.05085279 ... 2576.23453623 2380.3227359
 2360.29305675]","[2886.68284832 2915.723154   2973.62025538 ... 2656.67723064 2598.51332028
 2545.4262337 ]","[24.71505849 13.48400527 15.5766217  ... 21.11079546 20.07393369
 20.70004024]",[0.03022435 0.07690765 0.05951495 ... 0.01423839 0.01186757 0.01445421],"[6546.09375    6212.32910156 6589.16015625 ... 5770.8984375  5566.33300781
 5340.234375  ]",[0.00215372 0.17243644 0.71884465 ... 0.77624837 0.80748786 0.70587531],"[-0.03746369 -0.01870422 -0.00871559 ... -0.01455936 -0.00731616
  0.01257776]",[0.28808594 0.33349609 0.36035156 ... 0.12011719 0.10253906 0.07519531],[0.01895992 0.01919257 0.01942911 ... 0.21651964 0.21713754 0.21775349]
[0.80158984 0.46299676 0.48219897 ... 0.45317709 0.6813782  0.67492726],[0.5033607  0.65960423 0.85864988 ... 0.42265976 0.49935292 0.53790116],[0.27521161 0.27400625 0.27279698 ... 0.24338024 0.24228593 0.24126352],"[3.09169019e-10 4.37287841e-08 4.48682815e-07 ... 3.46850486e+00
 3.16831305e+00 2.77262065e+00]","[-28.4856052  -28.4856052  -28.4856052  ...   1.60942167   1.67959391
   1.1366167 ]","[5.32262447e-06 5.45029434e-05 5.55285405e-05 ... 1.21110313e-01
 1.20068021e-01 1.17355265e-01]","[5189.78079587 5356.68436417 5312.63833905 ... 2682.46008014 2840.35337091
 2708.36086279]","[3030.55405877 2896.98319766 2899.08457711 ... 2959.21811946 3022.1811698
 2928.45128186]","[23.39539944 15.5203687  14.03917212 ... 18.81564731 15.84121751
 20.15970901]",[0.32521963 0.33919632 0.31563056 ... 0.01857989 0.03766268 0.03100495],"[8860.91308594 8903.97949219 8817.84667969 ... 6578.39355469 6750.65917969
 6459.9609375 ]","[2.63046987e-05 3.18295947e-04 1.02494859e-03 ... 1.38519734e+00
 1.71937324e+00 1.68687491e+00]","[ 0.03670554  0.01849611  0.01273963 ...  0.02020863  0.00264106
 -0.01660223]",[0.36083984 0.49316406 0.61181641 ... 0.08544922 0.09082031 0.07763672],[0.02868123 0.02878876 0.02889911 ... 0.27110343 0.27071053 0.27031917]
[0.71856314 0.56807766 0.52339434 ... 0.20293567 0.19140203 0.24549496],[0.33345768 0.42127564 0.62697451 ... 0.53462962 0.49216229 0.62085103],[0.26075881 0.26141328 0.26202578 ... 0.24400625 0.24407732 0.24429151],"[4.86610915e-10 5.00900476e-08 4.54910163e-07 ... 8.89408792e-01
 8.19052709e-01 4.95306917e-01]","[-29.77095099 -29.77095099 -29.77095099 ...  -3.74087243  -4.03257603
  -3.01223615]","[1.4610601e-05 5.6420482e-05 5.8603084e-05 ... 6.7982927e-02 5.7009589e-02
 5.6008533e-02]","[5228.04706208 5326.73855522 5332.29175594 ... 1298.5993335  1294.11221939
 1275.75798514]","[3006.29484865 2902.98073483 2870.3546217  ... 1454.27448321 1416.35657097
 1408.20669817]","[23.86734972 16.28557391 15.72989068 ... 23.81350331 21.53330043
 20.50357526]",[0.30654088 0.28865415 0.2402549  ... 0.00131919 0.00131049 0.00128877],"[8817.84667969 8914.74609375 8914.74609375 ... 2627.05078125 2670.1171875
 2713.18359375]","[3.26173988e-05 3.33465674e-04 9.88773347e-04 ... 8.48298642e-01
 8.44197169e-01 7.01641590e-01]","[ 0.00623082  0.01326671  0.00728959 ...  0.00405219 -0.00273642
 -0.03223937]",[0.34277344 0.46728516 0.55224609 ... 0.06542969 0.06640625 0.05175781],[0.02859333 0.02886495 0.02913888 ... 0.22370034 0.22378651 0.2238844 ]
[0.62860583 0.97145586 0.8269591  ... 0.19154399 0.19665203 0.28750435],[0.5496383  0.62523725 0.72445028 ... 0.50301919 0.44128452 0.72557752],[0.27892668 0.27956887 0.28015814 ... 0.2629432  0.2631488  0.26332243],"[2.18448908e-09 1.82771613e-04 2.11643985e-03 ... 4.52155386e-01
 5.76444716e-01 4.14310653e-01]","[-29.30099557 -16.6296783  -11.85090419 ...  -9.17268315  -9.00062032
  -8.871245  ]","[4.1236766e-05 2.2084010e-03 2.4704793e-03 ... 4.3756232e-02 4.3705773e-02
 4.7693040e-02]","[4687.69222534 1850.54937603 1638.76565474 ... 1078.75157527 1142.91603894
 1347.75760252]","[3501.03644033 2761.64679032 2634.5633596  ... 1346.06992595 1445.46178675
 1760.259612  ]","[25.16220096  8.22035484 10.32544311 ... 24.52190301 20.82646905
 22.07811502]",[0.12959573 0.01046277 0.00559947 ... 0.00030383 0.00079808 0.00235282],"[9108.54492188 5092.60253906 4392.7734375  ... 2024.12109375 2142.55371094
 2282.51953125]","[4.98826388e-05 1.10797493e-02 3.34967024e-02 ... 4.28628302e-01
 5.06025278e-01 5.29517433e-01]","[ 0.03421931  0.02398497  0.01764179 ... -0.02320351 -0.03875233
 -0.01938514]",[0.2578125  0.2734375  0.27587891 ... 0.05371094 0.05615234 0.04492188],[0.06138112 0.06189048 0.06240413 ... 0.2244358  0.22467547 0.22491876]
[0.48557598 0.22239854 0.13718014 ... 0.28523933 0.19011185 0.21685971],[0.51583452 0.62493289 0.67086308 ... 0.41584464 0.4664704  0.59386191],[0.21122715 0.2100618  0.20928968 ... 0.24565325 0.24599402 0.24632587],"[1.04285175e-07 2.46581580e-03 8.18053438e-02 ... 5.78108068e-01
 1.01837259e+00 1.17702277e+00]","[-31.46131466 -21.64675163 -13.31737432 ...  -8.96488858  -9.14335264
  -7.85939966]",[0.00030882 0.014092   0.02827214 ... 0.05948822 0.06385076 0.06885346],"[3329.87294887 2135.79865393 2054.00029446 ... 1810.96867403 1890.79084837
 1834.53431898]","[2635.13882919 2070.591659   2006.25293765 ... 1988.3817102  2086.28835508
 2059.27808426]","[23.59423057 14.82103724 17.47178874 ... 23.26299925 23.04690169
 23.96563895]",[0.05770396 0.00888818 0.00283429 ... 0.00397467 0.00343652 0.00324091],"[6233.86230469 4521.97265625 4102.07519531 ... 3929.80957031 4015.94238281
 3692.94433594]","[4.97814867e-04 4.90456694e-02 1.88585654e-01 ... 6.64928945e-01
 8.65636318e-01 9.89063209e-01]","[ 0.05433448  0.02472737  0.00041783 ... -0.03424279 -0.05163824
 -0.0184301 ]",[0.26171875 0.29199219 0.30615234 ... 0.08056641 0.078125   0.05957031],[0.04911541 0.04977374 0.05044192 ... 0.24566523 0.24522809 0.24480033]
[0.50181772 0.34809508 0.22373267 ... 0.23455006 0.23270002 0.22063993],[0.47456432 0.54770005 0.66771689 ... 0.38091232 0.43943428 0.58307256],[0.23596952 0.23127762 0.22658569 ... 0.23731932 0.23602064 0.23491649],"[3.02258655e-07 4.28055640e-03 1.05437870e-01 ... 5.44535156e+00
 4.70173668e+00 3.14742379e+00]","[-29.90500741 -16.80548841  -7.00576141 ...  -0.96561481  -0.08786712
  -1.0542886 ]",[0.00049882 0.01471523 0.02655526 ... 0.15106481 0.13657439 0.13785243],"[3563.83711266 1919.73767409 1758.25653855 ... 1144.25355069 1332.90524476
 1659.7584161 ]","[3012.51435474 2035.93074433 1845.18502136 ... 1183.52910786 1527.5256652
 1996.98324273]","[22.32325092 15.22489501 17.36399147 ... 27.08588101 22.97643991
 20.44600636]",[0.05223464 0.00885165 0.00589698 ... 0.00019168 0.00118344 0.00531716],"[7073.65722656 3843.67675781 3434.54589844 ... 2207.15332031 2271.75292969
 3003.88183594]","[7.02876561e-04 6.65833988e-02 3.26604475e-01 ... 1.56715839e+00
 1.59146855e+00 1.57725353e+00]","[-0.01691673  0.02522688  0.00921433 ... -0.04542373 -0.03600481
  0.01516815]",[0.26513672 0.29541016 0.31591797 ... 0.06738281 0.06591797 0.04785156],[0.04336039 0.04387223 0.04439104 ... 0.2491975  0.24926843 0.24934328]
[0.56976837 0.47678103 0.24271801 ... 0.3093932  0.34432838 0.4038822 ],[0.53967126 0.77541979 0.51059255 ... 0.31803077 0.41467886 0.58532471],[0.22519097 0.22316791 0.22118814 ... 0.20125181 0.20203513 0.20282828],"[4.21630127e-07 1.99452300e-02 4.55078614e-01 ... 3.56635392e-02
 3.68364501e-02 2.96744695e-02]","[-27.10463887 -12.20482531  -7.39807633 ... -18.20776547 -17.20756031
 -14.89039548]",[0.00054596 0.03147364 0.05007447 ... 0.01297544 0.01219737 0.01211847],"[3722.86365934 1301.99201266 1055.72456802 ...  693.98639866  683.19324995
  820.01553667]","[2830.46773026 1922.19531629 1628.82050406 ... 1620.2747955  1571.46245649
 1717.44112655]","[23.81776162 12.94864662 16.12515037 ... 20.41763165 17.70323566
 17.5927986 ]",[0.04243465 0.00281028 0.00101218 ... 0.00011153 0.00015681 0.00046811],"[6901.39160156 2745.48339844 2077.95410156 ...  419.89746094  527.56347656
  893.62792969]",[0.00084667 0.1372207  0.52356428 ... 0.06348652 0.078107   0.09549259],"[ 0.03352088  0.01359394 -0.00108166 ... -0.03264258 -0.01031143
 -0.00428544]",[0.29394531 0.31689453 0.32470703 ... 0.01708984 0.01953125 0.015625  ],[0.03592918 0.03652586 0.03713346 ... 0.17614058 0.1761445  0.17615789]
[0.49503005 0.83080977 0.63641391 ... 0.12282704 0.12459298 0.14504364],[0.47194819 0.7043155  0.5488839  ... 0.25557589 0.26012336 0.47719257],[0.21903161 0.21590076 0.21293646 ... 0.22489662 0.22294373 0.22100304],"[1.73114902e-07 1.87131984e-03 4.39522717e-02 ... 9.05861741e+00
 1.08029208e+01 9.34015455e+00]","[-28.46140119 -14.07581605  -9.05424635 ... -12.24711567 -10.06744732
  -6.78747592]",[0.00032895 0.01000983 0.01516039 ... 0.20823167 0.21284957 0.22055817],"[2461.77697343  986.56178863  805.77697443 ... 2599.04567407 2516.88227649
 2458.3266868 ]","[2771.93243578 1776.71714721 1488.37600755 ... 2262.13142634 2220.44840835
 2186.49224613]","[23.06428388 13.89623261 18.3910758  ... 29.5774439  24.42670917
 23.64977108]",[0.02328447 0.00190306 0.00059359 ... 0.00021794 0.00128059 0.00396011],"[5641.69921875 1507.32421875 1227.39257812 ... 4909.5703125  4909.5703125
 4888.03710938]","[4.63322395e-04 3.69889643e-02 1.44913806e-01 ... 1.17951743e+00
 1.57983026e+00 2.11779093e+00]","[ 0.0343133   0.01163933 -0.00161673 ... -0.04934347 -0.05039392
 -0.01901996]",[0.24804688 0.25585938 0.25927734 ... 0.13378906 0.11865234 0.08300781],[0.05843368 0.05904179 0.05965735 ... 0.24555422 0.2457633  0.24596859]
[0.64774451 0.31247042 0.17606054 ... 0.13833119 0.14366067 0.19960587],[0.46392011 0.61676096 0.6252659  ... 0.26311827 0.26319297 0.44244366],[0.2286669  0.22622839 0.22394079 ... 0.2016795  0.20122116 0.200979  ],"[4.15165568e-06 4.53982374e-02 1.41510523e+00 ... 1.03218662e+00
 9.59256408e-01 6.98735440e-01]","[-28.35922056 -10.36993281  -4.95509932 ... -11.84886743 -13.26452589
 -13.06076398]",[0.00164011 0.05792176 0.08648492 ... 0.06450462 0.0613893  0.06086165],"[2411.81545957 1306.03740955 1009.75706292 ...  604.56664011  846.70491376
 1196.06820163]","[2398.87863243 1916.62511712 1600.1714446  ...  768.9360791  1343.18480878
 1831.20179246]","[22.80260131 14.66464635 17.04539688 ... 27.01423278 20.14136331
 20.27832543]","[1.4964859e-02 3.0357456e-03 5.9600151e-04 ... 1.0927093e-05 2.6125999e-04
 1.5544386e-03]","[4995.703125   2497.8515625  1378.125      ...  947.4609375   958.22753906
 1808.7890625 ]",[0.00263736 0.17227671 0.66712419 ... 0.4498478  0.49458549 0.57313496],"[-0.02729586 -0.01475953 -0.00967055 ... -0.03658703 -0.03596539
 -0.00191339]",[0.27148438 0.28808594 0.296875   ... 0.0390625  0.04199219 0.03173828],[0.02446243 0.02473181 0.02500496 ... 0.09296075 0.09279996 0.09264115]
[0.59934296 0.41478649 0.24382877 ... 0.24116601 0.20528261 0.27494792],[0.56509735 0.72190222 0.65911181 ... 0.45314242 0.43608567 0.60146025],[0.24168961 0.23895256 0.23627975 ... 0.26163823 0.262702   0.2636167 ],"[1.22221338e-06 3.46840588e-02 6.37781858e-01 ... 5.24197167e+00
 3.86826278e+00 3.15048001e+00]","[-26.96044813 -10.10560768  -4.81067853 ...  -7.65478598  -8.63025674
  -7.7329696 ]",[0.00119037 0.03798109 0.04543104 ... 0.15857422 0.13177322 0.12331611],"[3470.53294873 1795.19427651 1810.16233274 ...  753.63994776 1110.47525073
 1709.25513408]","[3277.31148645 2392.35317906 2365.1871588  ... 1236.9545473  1821.92686608
 2339.40210367]","[23.65963144 13.39871429 17.2563531  ... 22.49121852 17.54440228
 19.35170188]",[0.03486183 0.01145891 0.00715738 ... 0.00011764 0.00141151 0.00644947],"[8257.98339844 4295.87402344 4295.87402344 ... 1098.19335938 1894.921875
 3854.44335938]","[1.36732904e-03 1.85926576e-01 6.57661856e-01 ... 1.26862653e+00
 1.20685055e+00 1.38372839e+00]","[ 0.0284332   0.01405213 -0.00438952 ... -0.06095888 -0.05737246
  0.01149621]",[0.31738281 0.33935547 0.36425781 ... 0.02978516 0.03417969 0.02685547],[0.03561218 0.0360003  0.03639265 ... 0.08826364 0.0881465  0.08803388]
[0.48984248 0.46931314 0.24067417 ... 0.20898002 0.31529102 0.32419589],[0.60235986 0.85326978 0.61646461 ... 0.41789998 0.51097407 0.68560727],[0.19943227 0.19704946 0.1950293  ... 0.24545425 0.24492974 0.24450575],"[4.59575301e-06 1.66104398e-01 2.93375445e+00 ... 6.57207819e-01
 4.86862170e-01 5.77960193e-01]","[-25.64192271 -11.31834461  -6.55429594 ... -12.62715078 -11.82712394
 -12.51453752]",[0.0020752  0.07931985 0.10098663 ... 0.05101924 0.0515774  0.04727408],"[3953.63659701 1697.11962591 1431.77238799 ...  806.85243742 1106.59489552
 1489.52482594]","[2853.55666635 2489.9672849  2286.58651312 ... 1456.67183035 1853.92104808
 2182.70807331]","[27.32341675 11.2249275  12.60578621 ... 19.52345683 18.7841585
 17.20189571]",[0.02106057 0.00825195 0.00303557 ... 0.00026165 0.0015411  0.00439838],"[7504.32128906 4134.375      2863.91601562 ... 1044.36035156 1765.72265625
 3111.54785156]",[0.00244639 0.33542219 1.08716774 ... 0.42969858 0.45332082 0.58304468],"[ 0.03729075  0.01530748  0.0041184  ... -0.001096    0.01626108
 -0.00914918]",[0.30517578 0.32714844 0.33447266 ... 0.02685547 0.0390625  0.03222656],[0.02496465 0.02531655 0.02567416 ... 0.14571203 0.14602432 0.14634286]
[0.49916919 0.61555899 0.35114257 ... 0.25368469 0.37907475 0.39890955],[0.59113622 0.58956852 0.48845779 ... 0.50847669 0.5217252  0.52539658],[0.23018557 0.22979464 0.22952112 ... 0.24601927 0.24668825 0.24740978],"[3.02584278e-07 3.58632152e-03 1.12342249e-01 ... 6.12318985e-01
 1.16561936e+00 1.48774050e+00]","[-28.67766465 -19.22806773 -10.39294556 ...  -8.97431892  -6.55552557
  -4.76838021]",[0.00045872 0.01425988 0.04144538 ... 0.06090948 0.06801133 0.07187961],"[3078.29127339 1282.22377385 1121.28329717 ... 1207.9556867  1512.41587515
 1516.44093031]","[2855.02294174 2048.72348534 1938.83427409 ... 2249.33912982 2506.04376788
 2385.48061814]","[23.97938472 14.95939334 16.91957261 ... 19.60167148 19.61565563
 18.37759133]",[0.03344214 0.00305767 0.00185348 ... 0.0010392  0.00225887 0.00259919],"[6449.19433594 2508.61816406 1937.98828125 ... 2002.58789062 4231.27441406
 3811.37695312]","[6.57541195e-04 5.15580609e-02 2.49145234e-01 ... 4.61595285e-01
 6.71701086e-01 8.01269222e-01]","[-0.0202592  -0.00824979  0.0067167  ... -0.0342579  -0.02175806
 -0.00116682]",[0.25195312 0.26513672 0.27050781 ... 0.03613281 0.05322266 0.04541016],[0.05806514 0.0586938  0.05932881 ... 0.19833129 0.19847433 0.19861789]
[0.57774871 0.60066692 0.40958284 ... 0.22509932 0.23658578 0.25931614],[0.39329895 0.62576055 0.72820824 ... 0.3477109  0.3807755  0.62707361],[0.26480263 0.26312164 0.26143879 ... 0.23354844 0.23289627 0.23235026],"[3.06264687e-08 2.87420791e-03 6.16281903e-02 ... 1.43089649e+00
 1.16230764e+00 9.77921591e-01]","[-26.89767729 -17.2312405  -10.42306981 ...  -8.29298299  -7.32957872
  -7.5067232 ]",[0.00014383 0.01197516 0.01597513 ... 0.07881162 0.07469182 0.06867421],"[3236.58629597 1006.15880915  898.14829102 ... 1818.9696833  1898.22478993
 1936.03638125]","[2835.32645925 1481.28818815 1329.0902251  ... 2066.44023054 2172.71274392
 2266.64807273]","[20.44561699 19.80461348 20.41963738 ... 25.9852142  22.18090185
 20.8561793 ]",[0.09489037 0.0009789  0.00040826 ... 0.00132999 0.00349134 0.00684598],"[6642.99316406 1948.75488281 1388.89160156 ... 3294.58007812 3488.37890625
 3843.67675781]","[2.53600187e-04 4.96703524e-02 1.98848223e-01 ... 8.15752265e-01
 7.94128535e-01 8.13532252e-01]","[ 0.0199863   0.0064472   0.00520112 ... -0.02670792 -0.01815638
  0.00435469]",[0.28613281 0.30761719 0.31982422 ... 0.07910156 0.08203125 0.05957031],[0.07260823 0.07340355 0.07420828 ... 0.22001601 0.22006252 0.22011375]
